City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,saint-augustin-de-desmaures,46.7406,-71.4513,21.84,60,100,4.12,CA,1686624441
285,anadyr,64.75,177.4833,17.28,48,0,3.0,RU,1686624076
286,yerofey pavlovich,53.9667,121.9667,10.17,85,100,1.83,RU,1686624441
287,parkes,-33.1333,148.1833,16.86,59,2,0.45,AU,1686624441
288,zhigalovo,54.8097,105.1578,12.52,77,100,0.64,RU,1686624388
289,labrador city,52.9463,-66.9114,6.95,87,40,0.0,CA,1686624184
290,pizarro,4.9533,-77.366,26.56,83,84,0.82,CO,1686624272
291,saldanha,-33.0117,17.9442,13.03,83,100,7.95,ZA,1686624256
292,petropavlovsk-kamchatsky,53.0452,158.6483,22.33,38,0,6.0,RU,1686624237
293,valdivia,-39.8142,-73.2459,2.6,98,12,1.63,CL,1686624442
294,saint-pierre,-21.3393,55.4781,21.98,73,0,3.09,RE,1686624265
295,cam ranh,11.9214,109.1591,33.98,46,20,3.09,VN,1686624442
296,san patricio,28.017,-97.5169,28.27,86,54,5.99,US,1686624401
297,nova vicosa,-17.8919,-39.3719,22.24,89,0,3.71,BR,1686624271
298,jos,9.9167,8.9,18.61,93,76,2.03,NG,1686624443
299,tazacorte,28.629,-17.9293,21.54,85,100,3.09,ES,1686624343
300,saudarkrokur,65.7461,-19.6394,8.43,83,8,3.1,IS,1686624133
301,andergrove,-21.0833,149.1833,26.47,70,2,2.7,AU,1686624444
302,kerikeri,-35.2268,173.9474,17.17,67,1,3.02,NZ,1686624143
303,chipinge,-20.1883,32.6236,15.57,33,4,2.47,ZW,1686624446
304,lauro de freitas,-12.8944,-38.3272,27.01,78,40,2.57,BR,1686624446
305,page,36.9147,-111.4558,18.88,48,0,1.54,US,1686624303
306,hotan,37.0997,79.9269,32.24,14,99,1.17,CN,1686624179
307,puerto armuelles,8.2833,-82.8667,29.49,74,74,1.34,PA,1686624346
308,trairi,-3.2778,-39.2689,25.45,81,1,3.68,BR,1686624271
309,villa gesell,-37.2639,-56.973,2.81,79,52,4.89,AR,1686624239
310,grossheubach,49.7272,9.2253,16.98,69,0,1.8,DE,1686624447
311,mersa matruh,31.3525,27.2453,21.11,83,0,0.0,EG,1686624447
312,alice springs,-23.7,133.8833,17.9,31,0,4.63,AU,1686624010
313,slavyanka,42.8633,131.3847,17.83,77,92,2.42,RU,1686624447
314,novoselitskoye,44.7508,43.4369,19.01,89,100,2.55,RU,1686624448
315,perryton,36.4,-100.8027,15.67,82,100,2.57,US,1686624448
316,uturoa,-16.7333,-151.4333,27.19,73,21,7.05,PF,1686624242
317,woolgoolga,-30.1106,153.2007,21.93,53,63,4.19,AU,1686624448
318,colac,-38.3333,143.5833,13.43,76,97,6.06,AU,1686624448
319,pekalongan,-6.8886,109.6753,29.34,71,33,1.1,ID,1686624448
320,shepshed,52.7657,-1.2902,15.51,89,0,2.06,GB,1686624448
321,mananjary,-21.2167,48.3333,19.43,90,49,2.68,MG,1686624448
322,mont-tremblant,46.1949,-74.6264,21.99,77,100,1.54,CA,1686624292
323,manta,-0.95,-80.7333,26.67,89,75,8.05,EC,1686624449
324,gordonvale,-17.0936,145.7842,28.28,78,71,2.71,AU,1686624449
325,funafuti,-8.5243,179.1942,32.0,79,75,3.6,TV,1686624449
326,dzilam gonzalez,21.2833,-88.9333,28.09,77,61,1.97,MX,1686624449
327,tolanaro,-25.0319,46.9987,17.04,94,20,0.0,MG,1686624061
328,mugia,43.1041,-9.2179,17.31,95,100,1.82,ES,1686624241
329,lubang,13.8584,120.124,29.28,77,62,8.7,PH,1686624104
330,port saint john's,-31.6229,29.5448,14.6,66,79,2.75,ZA,1686624268
331,afaahiti,-17.75,-149.2833,27.93,70,28,8.01,PF,1686624121
332,itaituba,-4.2761,-55.9836,24.22,88,44,0.81,BR,1686624223
333,edgewater,28.9889,-80.9023,29.01,66,20,4.12,US,1686624302
334,fortuna,40.5982,-124.1573,13.53,94,100,5.14,US,1686624163
335,sydney mines,46.2367,-60.2177,13.23,85,40,1.54,CA,1686624450
336,mahina,-17.5065,-149.489,28.87,61,40,2.57,PF,1686624450
337,prince rupert,54.3161,-130.3201,13.83,84,100,8.23,CA,1686624272
338,cooma,-36.2333,149.1333,12.86,44,100,5.66,AU,1686624450
339,katsuren-haebaru,26.3369,127.8719,28.0,98,75,4.12,JP,1686624450
340,el dorado,38.7666,-120.5177,19.29,89,56,1.59,US,1686624450
341,bela,25.9333,81.9833,40.43,22,12,5.96,IN,1686624451
342,yakakent,41.6325,35.5289,19.06,91,100,1.07,TR,1686624451
343,ketchikan,55.3422,-131.6461,17.26,55,0,4.12,US,1686624451
344,winkler,49.1817,-97.941,24.98,31,26,0.0,CA,1686624451
345,shigony,53.3875,48.6777,11.33,64,100,7.7,RU,1686624451
346,buritizeiro,-17.3511,-44.9622,22.48,47,79,1.1,BR,1686624451
347,nizhniy odes,63.6445,54.856,13.79,72,100,4.05,RU,1686624243
348,lospalos,-8.5186,127.0025,25.82,63,90,5.53,TL,1686624253
349,geidam,12.897,11.9304,31.04,47,28,1.44,NG,1686624452
350,al jawf,29.5,38.75,24.01,33,0,1.88,SA,1686624249
351,chonchi,-42.6128,-73.8092,3.56,95,32,0.79,CL,1686624133
352,turpan,42.9333,89.1667,36.3,14,100,2.47,CN,1686624452
353,san luis de la loma,17.2706,-100.8939,28.08,76,5,2.77,MX,1686624452
354,n'zeto,-7.2312,12.8666,21.49,92,92,2.96,AO,1686624452
355,ad dabbah,18.05,30.95,33.37,16,75,3.51,SD,1686624239
356,seosan,36.7817,126.4522,23.33,53,96,2.82,KR,1686624452
357,crane,31.3974,-102.3501,31.89,13,2,4.29,US,1686624213
358,pontianak,-0.0333,109.3333,28.99,74,20,2.57,ID,1686624171
359,aberdeen,57.1437,-2.0981,15.36,100,62,1.54,GB,1686624307
360,puerto gaitan,4.3133,-72.0816,24.54,90,59,2.59,CO,1686624453
361,broome,42.2506,-75.833,17.47,96,100,4.12,US,1686624453
362,ouadda,8.0777,22.4007,20.43,99,100,0.7,CF,1686624453
363,evans,33.5337,-82.1307,25.56,75,3,2.24,US,1686624220
364,antalaha,-14.9003,50.2788,20.2,87,9,2.06,MG,1686624453
365,broken hill,-31.95,141.4333,14.57,48,0,8.93,AU,1686624453
366,katsuura,35.1333,140.3,23.86,80,89,4.05,JP,1686624411
367,cole harbour,44.6724,-63.4751,19.66,69,20,3.6,CA,1686624454
368,sechura,-5.5569,-80.8222,23.06,73,0,7.19,PE,1686624454
369,quatre cocos,-20.2078,57.7625,23.38,79,26,3.79,MU,1686624276
370,i-n-salah,27.1935,2.4607,33.04,9,0,4.2,DZ,1686624454
371,ust'-ilimsk,58.0006,102.6619,13.8,45,100,1.6,RU,1686624454
372,ola,59.5833,151.2833,18.97,90,87,5.0,RU,1686624265
373,gabu,12.2833,-14.2167,24.11,91,100,2.76,GW,1686624454
374,blama,7.8736,-11.3433,22.3,99,100,0.41,SL,1686624454
375,lyambir',54.2817,45.1249,9.88,74,87,6.41,RU,1686624455
376,rong'an,26.1247,119.1214,31.56,47,72,0.9,CN,1686624455
377,lihue,21.9789,-159.3672,27.58,74,20,6.69,US,1686623956
378,axim,4.8699,-2.2405,24.91,71,84,2.52,GH,1686624101
379,ilebo,-4.3167,20.5833,20.78,97,80,0.94,CD,1686624455
380,namibe,-15.1961,12.1522,15.79,79,4,0.99,AO,1686624093
381,brandon,27.9378,-82.2859,28.31,77,0,1.54,US,1686624249
382,moratuwa,6.773,79.8816,26.01,79,100,4.66,LK,1686624455
383,mbala,-8.8402,31.3659,13.61,73,77,2.18,ZM,1686624456
384,kibakwe,-6.7167,36.3667,14.16,91,14,1.12,TZ,1686624456
385,bacalar,18.6667,-88.3833,28.24,84,1,4.03,MX,1686624376
386,puerto baquerizo moreno,-0.9,-89.6,25.91,82,25,5.27,EC,1686624173
387,'ali sabieh,11.1558,42.7125,32.07,43,100,3.2,DJ,1686624456
388,rocha,-34.4833,-54.3333,9.05,68,100,2.17,UY,1686624326
389,sarangani,5.4033,125.4636,29.11,69,33,3.32,PH,1686624456
390,kailua-kona,19.6406,-155.9956,27.98,84,40,4.63,US,1686624062
391,lidkoping,58.5052,13.1577,8.01,65,63,2.4,SE,1686624456
392,ilha de mocambique,-15.0342,40.7358,23.22,70,1,1.48,MZ,1686624132
393,karaisali,37.2567,35.0589,19.37,92,28,0.87,TR,1686624457
394,sao joao de pirabas,-0.7747,-47.1772,25.49,88,97,3.45,BR,1686624457
395,rio grande,-32.035,-52.0986,8.09,68,6,4.31,BR,1686624259
396,aykhal,66.0,111.5,15.24,34,11,7.69,RU,1686624457
397,tinaquillo,9.9186,-68.3047,25.04,96,88,0.93,VE,1686624457
398,jieshi,22.8134,115.8257,29.23,72,99,2.94,CN,1686624457
399,mazagao,-0.115,-51.2894,27.03,97,99,1.43,BR,1686624457
400,dolbeau-mistassini,48.8763,-72.212,16.36,69,4,1.49,CA,1686624328
401,kalabo,-14.97,22.6814,13.58,48,29,2.74,ZM,1686624458
402,jayapura,-2.5333,140.7,29.66,96,100,2.6,ID,1686624458
403,kuloy,61.0305,42.4925,13.01,56,100,2.6,RU,1686624458
404,nyurba,63.2842,118.3319,15.59,32,94,3.5,RU,1686624458
405,hue,16.4667,107.6,34.06,52,20,1.54,VN,1686624458
406,kavieng,-2.5744,150.7967,29.03,77,51,4.36,PG,1686624164
407,maceio,-9.6658,-35.7353,23.69,100,75,2.57,BR,1686624458
408,igarka,67.4667,86.5833,9.76,68,62,6.68,RU,1686624070
409,belyy yar,53.6039,91.3903,18.94,63,0,3.0,RU,1686624238
410,bni bouayach,35.1022,-3.841,19.31,68,0,1.54,MA,1686624459
411,south hedland,-20.4089,118.5983,24.96,20,8,9.26,AU,1686624459
412,la tuque,47.4334,-72.7824,19.14,63,98,0.0,CA,1686624242
413,vinga,46.0167,21.2,13.84,82,40,3.09,RO,1686624459
414,susuman,62.7833,148.1667,11.65,81,100,3.7,RU,1686624241
415,sitka,57.0531,-135.33,11.94,62,75,6.17,US,1686624137
416,maebaru-chuo,33.55,130.2,29.97,72,100,1.03,JP,1686624459
417,porto velho,-8.7619,-63.9039,25.03,88,0,1.54,BR,1686624264
418,sultanah,24.4926,39.5857,28.25,23,0,1.54,SA,1686624459
419,birnin kudu,11.4459,9.4984,26.38,69,98,5.34,NG,1686624460
420,nguti,5.3299,9.4185,21.9,98,98,0.16,CM,1686624460
421,viqueque,-8.8673,126.3658,28.48,55,83,2.97,TL,1686624460
422,aswan,24.0934,32.907,29.61,24,0,3.09,EG,1686624248
423,twon-brass,4.3151,6.2418,26.12,82,100,3.03,NG,1686624460
424,waingapu,-9.6567,120.2641,28.55,54,43,7.24,ID,1686624240
425,menongue,-14.6585,17.691,10.12,47,2,1.17,AO,1686624409
426,tarumovka,44.0761,46.5361,24.45,61,59,2.7,RU,1686624460
427,el calafate,-50.3408,-72.2768,0.29,70,100,1.34,AR,1686624461
428,thinadhoo,0.5333,72.9333,28.76,72,12,4.28,MV,1686624461
429,monterey,36.2505,-121.2516,14.54,1,23,2.83,US,1686624301
430,greymouth,-42.4667,171.2,13.02,59,13,0.92,NZ,1686624461
431,selfoss,63.9331,-20.9971,8.25,81,4,1.83,IS,1686624239
432,sao joao da barra,-21.6403,-41.0511,22.65,88,75,2.77,BR,1686624341
433,port-vila,-17.7338,168.3219,24.78,83,100,3.6,VU,1686624461
434,aqadyr,48.2553,72.8483,23.0,26,18,5.75,KZ,1686624461
435,san francisco de asis,10.2868,-73.894,24.46,90,78,1.99,CO,1686624462
436,hancheng,32.5186,112.3522,29.61,42,3,2.59,CN,1686624462
437,kapuskasing,49.4169,-82.4331,17.0,82,100,2.06,CA,1686624122
438,tual,-5.6667,132.75,26.98,81,100,8.64,ID,1686624271
439,kolwezi,-10.7148,25.4667,17.31,50,84,1.28,CD,1686624462
440,corner brook,48.9667,-57.9484,10.09,81,1,1.43,CA,1686624307
441,pitimbu,-7.4706,-34.8086,24.33,83,24,6.12,BR,1686624238
442,polatsk,55.4859,28.7756,9.41,78,100,2.13,BY,1686624462
443,ha'il,27.5219,41.6907,22.01,35,0,1.03,SA,1686624016
444,chardara,41.2547,67.9692,28.63,40,39,6.83,KZ,1686624463
445,shingu,33.7333,135.9833,28.32,61,100,0.93,JP,1686624140
446,general toshevo,43.7,28.0333,12.37,86,99,1.34,BG,1686624463
447,sharjah,25.3573,55.4033,31.99,51,0,2.57,AE,1686624463
448,sinabang,2.4803,96.3801,29.35,68,25,1.25,ID,1686624463
449,chibougamau,49.9168,-74.3659,17.79,63,0,2.57,CA,1686624267
450,bethanie,-26.4833,17.15,5.73,81,0,0.31,NA,1686624463
451,ceerigaabo,10.6162,47.368,18.14,73,100,7.47,SO,1686624463
452,enewetak,11.3474,162.3373,27.96,81,99,8.62,MH,1686624075
453,bodaybo,57.8506,114.1933,14.53,46,24,3.43,RU,1686624464
454,fisterra,42.9049,-9.2629,17.23,93,94,3.47,ES,1686624142
455,qarauyl,48.9451,79.255,21.88,32,2,6.45,KZ,1686624464
456,kiruna,67.8557,20.2251,5.51,75,46,2.57,SE,1686624078
457,porto novo,6.4965,2.6036,26.9,82,100,2.57,BJ,1686624188
458,es castell,39.8795,4.2854,20.38,100,0,2.06,ES,1686624464
459,guarapuava,-25.3953,-51.4581,10.56,99,100,2.36,BR,1686624464
460,mossel bay,-34.1831,22.146,16.96,61,91,9.67,ZA,1686624465
461,south boston,42.3334,-71.0495,20.92,89,100,5.66,US,1686624465
462,chui,-33.6971,-53.4616,8.64,75,96,2.57,UY,1686624465
463,zhezqazghan,47.7833,67.7667,23.32,27,0,6.0,KZ,1686624213
464,haiku-pauwela,20.9219,-156.3051,30.01,57,0,9.77,US,1686624102
465,kill devil hills,36.0307,-75.676,22.01,92,40,6.69,US,1686624465
466,fort st. john,56.2499,-120.8529,22.94,40,75,2.06,CA,1686624242
467,kirensk,57.7853,108.1119,16.57,32,100,5.03,RU,1686624187
468,bel ombre,-4.6167,55.4167,26.91,74,40,5.66,SC,1686624465
469,nagqu,31.5,92.0,9.37,55,98,3.51,CN,1686624187
470,tecax,20.2,-89.2833,25.24,93,80,1.81,MX,1686624466
471,bandon,51.7469,-8.7425,15.77,94,100,2.7,IE,1686624466
472,cobourg,50.2667,10.9667,11.12,61,0,0.45,DE,1686624466
473,peace river,56.2501,-117.286,25.17,41,75,4.12,CA,1686624140
474,aleg,17.0481,-13.9209,32.83,15,49,4.08,MR,1686624466
475,aketi,2.7388,23.7833,20.86,99,57,0.9,CD,1686624466
476,harnai,30.1005,67.9374,30.85,42,1,2.62,PK,1686624466
477,touros,-5.1989,-35.4608,24.07,89,4,4.53,BR,1686624268
478,tharad,24.3961,71.6267,31.28,63,82,7.68,IN,1686624467
479,sortavala,61.7053,30.6918,10.35,67,89,2.66,RU,1686624467
480,yamada,39.4667,141.95,21.26,82,88,2.31,JP,1686624467
481,perry,37.2506,-83.1999,17.4,88,60,1.88,US,1686624467
482,prado,-17.3411,-39.2208,22.53,90,0,2.83,BR,1686624467
483,villa de arista,22.65,-100.8333,25.43,38,1,6.35,MX,1686624467
484,amursk,50.2261,136.8994,20.87,46,0,3.38,RU,1686624171
485,kirriemuir,56.674,-3.0034,13.85,91,61,1.3,GB,1686624468
486,phalaborwa,-23.943,31.1411,15.6,60,55,1.52,ZA,1686624468
487,mariehamn,60.0973,19.9348,11.57,100,0,1.54,AX,1686624468
488,tamanrasset,22.785,5.5228,26.95,32,20,2.06,DZ,1686624468
489,yarmouth,41.7057,-70.2286,19.03,91,100,4.02,US,1686624142
490,puerto deseado,-47.7503,-65.8938,4.19,61,100,4.34,AR,1686624468
491,salekhard,66.53,66.6019,9.07,47,100,4.22,RU,1686624468
492,sabang,5.8933,95.3214,28.76,72,40,7.26,ID,1686624468
493,center,31.5107,-96.4247,29.33,73,0,2.06,US,1686624469
494,piti village,13.4626,144.6933,31.03,86,75,7.2,GU,1686624234
495,calama,-22.4667,-68.9333,5.14,39,0,0.7,CL,1686624469
496,callao,-12.0667,-77.15,21.16,78,75,8.75,PE,1686624226
497,northam,51.0333,-4.2167,15.37,96,24,0.45,GB,1686624270
498,san nicolas de los arroyos,-33.3358,-60.2252,7.81,75,0,1.38,AR,1686624230
499,pariaman,-0.619,100.12,30.03,67,67,0.7,ID,1686624235
500,sakaiminato,35.55,133.2333,26.96,83,40,2.06,JP,1686624259
501,ingeniero jacobacci,-41.3427,-69.5448,0.46,57,6,1.65,AR,1686624371
502,asha,54.9973,57.2722,6.21,72,0,2.24,RU,1686624469
503,panama city beach,30.1766,-85.8055,28.93,78,100,12.35,US,1686624470
504,tromso,69.6496,18.957,7.01,81,100,8.75,NO,1686624227
505,creel,27.75,-107.6333,13.55,29,100,2.56,MX,1686624376
506,trondheim,63.4305,10.3951,13.03,79,100,0.95,NO,1686624470
507,camayenne,9.535,-13.6878,25.05,94,75,3.09,GN,1686624470
508,seydi,39.4816,62.9137,31.42,12,11,3.38,TM,1686624470
509,hadibu,12.65,54.0333,28.24,78,100,10.52,YE,1686624365
510,bafq,31.6128,55.4107,31.0,19,6,1.52,IR,1686624470
511,palikir - national government center,6.9248,158.1611,31.47,74,100,4.12,FM,1686624470
512,sao vicente,-23.9631,-46.3919,22.77,26,100,0.45,BR,1686624471
513,yuzhno-kurilsk,44.0306,145.8556,11.73,96,100,3.71,RU,1686624250
514,la'ie,21.6477,-157.9253,30.98,70,0,1.79,US,1686624267
515,dampit,-8.2116,112.7493,27.52,62,89,2.51,ID,1686624255
516,kidal,18.4411,1.4078,30.3,43,4,4.44,ML,1686624269
517,nueva gerona,21.8833,-82.8,28.55,72,0,4.49,CU,1686624471
518,posto fiscal rolim de moura,-13.0833,-62.2667,19.47,89,66,2.6,BR,1686624471
519,asekeyevo,53.5742,52.7972,11.2,70,99,7.55,RU,1686624471
520,vila franca do campo,37.7167,-25.4333,19.23,98,100,4.64,PT,1686624233
521,boende,-0.2167,20.8667,21.31,99,74,0.88,CD,1686624471
522,constantia,44.1833,28.65,12.61,85,40,6.95,RO,1686624227
523,canton,23.1167,113.25,32.97,49,62,1.68,CN,1686624302
524,arhribs,36.7936,4.3116,19.34,84,85,2.54,DZ,1686624472
525,moyynkum,44.2914,72.9469,23.14,24,81,8.55,KZ,1686624472
526,san jose,37.3394,-121.895,21.58,65,75,5.66,US,1686623832
527,gobabis,-22.45,18.9667,4.47,71,0,2.22,NA,1686624225
528,worland,44.0169,-107.9554,18.11,87,100,1.54,US,1686624472
529,ciudad guadalupe victoria,24.4497,-104.1225,26.47,14,22,4.49,MX,1686624472
530,fendou,46.65,124.8667,27.99,32,2,2.82,CN,1686624472
531,shetpe,44.1667,52.1167,28.79,14,5,4.69,KZ,1686624473
532,gunjur,13.2019,-16.7339,28.04,83,75,3.09,GM,1686624473
533,ati,13.2154,18.3353,27.02,64,100,4.43,TD,1686624473
534,noosa heads,-26.3833,153.15,24.08,72,5,2.3,AU,1686624199
535,baie-comeau,49.2168,-68.1489,14.82,82,0,1.03,CA,1686624473
536,sejny,54.108,23.347,11.14,71,100,3.85,PL,1686624473
537,klaksvik,62.2266,-6.589,6.51,70,99,0.88,FO,1686624454
538,juneau,58.3019,-134.4197,12.0,84,100,3.09,US,1686624288
539,meizhou,24.2977,116.1072,32.66,58,19,1.45,CN,1686624473
540,santa terezinha,-29.9002,-50.0904,8.86,71,78,3.84,BR,1686624474
541,villa regina,-39.1,-67.0667,3.88,36,0,3.82,AR,1686624474
542,nahiyat ash shinafiyah,31.5874,44.6602,33.23,19,0,4.9,IQ,1686624474
543,alaghsas,17.0187,8.0168,30.5,37,69,4.48,NE,1686624474
544,fortaleza,-3.7227,-38.5247,27.9,83,40,3.09,BR,1686624269
545,nagarote,12.2659,-86.5647,29.82,85,98,0.97,NI,1686624474
546,edson,53.5835,-116.4356,24.08,41,0,2.06,CA,1686624474
547,zaragoza,41.6561,-0.8773,18.9,69,0,2.06,ES,1686624437
548,geraldton,-28.7667,114.6,16.23,59,0,5.66,AU,1686623884
549,kiffa,16.6166,-11.4045,32.76,35,100,3.08,MR,1686624189
550,kenai,60.5544,-151.2583,9.05,69,100,3.6,US,1686624110
551,semnan,35.5729,53.3971,27.92,29,12,1.06,IR,1686624475
552,podporozh'ye,60.9112,34.1706,11.69,60,17,2.16,RU,1686624475
553,sao francisco,-15.9486,-44.8644,23.73,39,90,1.03,BR,1686624475
554,nikolayevsk-on-amure,53.1406,140.73,17.3,57,67,3.72,RU,1686624470
555,ouesso,1.6136,16.0517,21.74,96,100,1.02,CG,1686624475
556,ambad,19.6167,75.8,29.95,50,2,6.13,IN,1686624475
557,newport,51.5877,-2.9984,17.6,90,90,3.55,GB,1686624475
558,happy valley-goose bay,53.3168,-60.3315,15.17,47,75,2.06,CA,1686624251
559,sharhorod,48.7383,28.085,12.05,95,100,3.26,UA,1686624476
560,tchollire,8.4022,14.1698,22.76,91,94,1.23,CM,1686624476
561,sisimiut,66.9395,-53.6735,0.06,88,31,3.26,GL,1686624240
562,ionia,42.9873,-85.0711,12.11,68,0,3.09,US,1686624374
563,johi,26.6921,67.6133,34.45,43,100,5.72,PK,1686624476
564,mar del plata,-38.0023,-57.5575,7.27,90,40,2.68,AR,1686624240
565,auna,10.1881,4.7232,25.14,77,91,1.62,NG,1686624476
566,krasnokamsk,58.0802,55.7541,11.09,54,1,1.84,RU,1686624477
567,kalmunai,7.4167,81.8167,29.02,68,96,1.39,LK,1686624169
568,kharp,66.8014,65.8081,8.6,50,99,2.63,RU,1686624477
